fraud_label,transaction_count,account_balance,transaction_frequency_sent,transaction_frequency_received,unique_contacts_sent,unique_contacts_received,avg_value_sent,avg_value_received,total_ether_sent,total_ether_received,contract_creation
0,2.0,0.000441,0.0,0.0,1,1,11.999559,12.0,11.999559,12.0,0
0,5.0,-7.434723237039977,56814.86,62086.18,3,2,13.301956,10.0,39.90586873,20.0,0
0,6.0,0.001886545,2.23,0.0,4,2,33.666149,50.5,277.49583999456047,320.79086236720264,0
0,52.0,0.012708609,52.48,287.13,1,13,2.375185,2.036327,57.00443406,57.01714267,0
0,13.0,-7.434723237039977,1466.39,44699.56,2,5,15.753561,10.936062,94.52136494,76.5524362,0
0,11.0,0.004221,25905.07,1129.25,2,1,11.41756,13.701916,68.50535928,68.50958028,0
0,174.0,-7.434723237039977,3834.85,2945.2,46,18,3.5717830000000004,7.878402,277.49583999456047,320.79086236720264,0
0,33.0,0.025560232,3880.52,1645.59,12,5,2.350007,4.114642,49.35013842,49.37569865,0
0,32.0,-7.434723237039977,21466.84,20051.27,11,5,4.835781,6.755565,111.2229715,60.80008333,0
0,25.0,-0.367999256,1904.23,4621.92,11,9,1.118571,1.9476830000000005,17.89714367,17.52914441,0
0,1175.0,-7.434723237039977,248.61,17068.13,46,9,1.206055,50.5,277.49583999456047,320.79086236720264,0
0,112.0,-7.434723237039977,10154.24,5026.86,41,10,3.933071,10.501527,277.49583999456047,262.5381628,0
0,20.0,0.31,674.61,221.0,10,2,15.825,50.5,253.2,253.51,0
0,79.0,-7.434723237039977,3517.86,7188.55,22,11,33.666149,50.5,277.49583999456047,320.79086236720264,0
0,6.0,0.00252,20.41,0.0,4,1,20.199496,50.5,100.99748,101.0,0
0,34.0,11.245396467673102,0.0,8831.65,0,5,0.0,1.402192,0.0,46.27232361,1
0,69.0,0.35855313,244.78,169.09,4,3,0.010066,0.121569,0.614,0.97255313,0
0,2.0,0.0022,0.0,0.0,1,1,0.447277,0.4494770000000001,0.44727692,0.44947692,0
0,2.0,0.00062,0.0,0.0,1,1,0.8669899999999999,0.86761,0.8669901309999999,0.867610131,0
0,5.0,-0.380176274,408.32,170321.78,2,2,0.280059,0.23,0.8401762740000001,0.46,0
0,125.0,-7.434723237039977,5801.32,3041.25,24,10,8.995439,18.64848,277.49583999456047,320.79086236720264,0
0,5.0,0.001414909,3.6,0.0,3,2,33.666149,50.5,277.49583999456047,320.79086236720264,0
0,2.0,0.00325311,0.0,0.0,1,1,0.996747,1.0,0.99674689,1.0,0
0,34.0,0.011052491,13.67,40512.33,3,5,12.28679,12.28744,208.8754299,208.8864824,0
0,5.0,-0.00776788,193.0,0.0,2,1,0.099442,0.39,0.39776788,0.39,0
0,14.0,0.029906,20981.23,121771.36,6,3,2.833016,10.397695,31.16317907,31.19308507,0
0,14.0,-7.434723237039977,129.61,26178.65,2,5,33.666149,32.977228000000004,277.49583999456047,320.79086236720264,0
0,2.0,0.00126,0.0,0.0,1,1,0.7316159999999999,0.732876,0.7316159999999999,0.732876,0
0,5.0,0.001414909,5.88,0.42,3,2,33.666149,50.5,277.49583999456047,320.79086236720264,0
0,4.0,0.0015539999999999,21.65,0.0,3,1,33.666149,50.5,100.998446,101.0,0
0,10.0,0.28,31239.32,984.92,4,2,0.34,1.5,2.72,3.0,0
0,8.0,-5.121116224,997.32,84555.41,3,3,2.591529,1.31125,10.36611622,5.245,0
0,93.0,0.027399237,9.02,12.37,46,8,1.990643,3.4551580000000004,117.44796370000002,117.475363,0
0,5.0,0.001414909,3.62,0.0,3,2,33.666149,50.5,277.49583999456047,320.79086236720264,0
0,4.0,0.0015539999999999,15.48,0.0,3,1,33.666149,50.5,100.998446,101.0,0
0,10.0,-2.065204501,63819.21,336.67,5,2,0.458381,0.800922,3.667049401,1.6018449,0
0,4.0,0.000984218,161.67,0.04,2,2,33.666149,50.5,100.9990158,101.0,0
0,6.0,0.001886545,5.05,0.0,3,2,33.666149,50.5,277.49583999456047,320.79086236720264,0
0,3.0,0.000984218,157.32,0.0,2,1,33.666149,50.5,100.9990158,101.0,0
0,3.0,0.001008,36.98,0.0,2,1,14.999496,30.0,29.998992,30.0,0
0,5.0,0.001414909,3.21,0.38,3,2,33.666149,50.5,277.49583999456047,320.79086236720264,0
0,5.0,0.001506437,108.58,0.82,3,2,33.666149,50.5,100.9984936,101.0,0
0,99.0,11.245396467673102,0.0,2336.51,0,3,0.0,0.9501,0.0,93.10979582,1
0,380.0,0.104811001,26.4,620.61,2,5,33.666149,50.5,277.49583999456047,320.79086236720264,0
0,61.0,11.245396467673102,3500.97,14465.72,4,1,2.128333,0.46172,12.77,25.39458564,0
0,125.0,-7.434723237039977,2809.83,3186.72,32,12,9.990969,8.303953,277.49583999456047,320.79086236720264,0
0,16.0,-1.99296836,19121.43,11.04,9,1,0.677948,3.74915,9.49126836,7.4983,0
0,793.0,0.335129226,1396.24,1470.58,46,8,0.8604860000000001,0.316584,183.2834952,183.6186244,0
0,10.0,0.00137294,30200.21,109066.9,5,4,3.611791,5.418029,21.67074448,21.67211742,0
0,160.0,11.245396467673102,0.0,1426.21,0,5,0.0,0.91998,0.0,146.2768721,1
0,2.0,0.00062,0.0,0.0,1,1,2.74938,2.75,2.74938,2.75,0
0,5.0,0.001523001,24.47,0.0,3,2,33.666149,50.5,100.998477,101.0,0
0,629.0,0.101450356,1449.95,556.53,3,4,1.597554,0.696882,277.49583999456047,305.2343334,0
0,68.0,0.015961896,5.13,3733.57,34,1,0.384883,0.385352,13.086019699999998,13.10198159,0
0,14.0,11.245396467673102,0.0,27224.25,0,5,0.0,1.33857,0.0,17.40140661,1
0,5.0,0.001512,24.86,0.23,3,2,33.666149,50.5,100.998488,101.0,0
0,4.0,0.0015539999999999,20.87,0.0,3,1,33.666149,50.5,100.998446,101.0,0
0,15.0,0.01339322,6.0,37680.11,1,4,11.24715,9.842931,78.73005157,78.74344479,0
0,3.0,0.000984218,155.16,0.0,2,1,33.666149,50.5,100.9990158,101.0,0
0,4.0,0.0015539999999999,13.6,0.0,3,1,33.666149,50.5,100.998446,101.0,0
0,1235.2000000000044,0.45179059,364.17,230.02,46,38,0.995851,1.220148,277.49583999456047,320.79086236720264,0
0,4.0,0.001088977,1.97,1332.65,1,2,33.666149,50.5,277.49583999456047,320.79086236720264,0
0,145.0,-7.434723237039977,8197.19,3055.47,40,18,11.861401,20.405141,277.49583999456047,320.79086236720264,0
0,2.0,0.015,0.0,0.0,1,1,4.98,4.995,4.98,4.995,0
0,5.0,0.001830667,1.97,0.0,3,2,33.666149,50.5,277.49583999456047,320.79086236720264,0
0,4.0,0.000984218,161.06,0.63,2,2,33.666149,50.5,100.9990158,101.0,0
0,12.0,0.00975847,5.95,123984.24,2,5,5.84204,5.843667,35.05224153,35.062,0
0,82.0,0.00135,93612.1,10060.62,1,3,3.958433,0.098978,7.916865339,7.918215339,0
0,36.0,0.013551552,5.75,8482.58,1,7,5.465914,5.466667,98.38644845,98.4,0
0,22.0,0.01161011,5.66,16246.22,1,11,1.017056,1.018111,11.18761414,11.19922425,0
0,21.0,0.47027113,72100.0,10243.09,8,4,33.666149,50.5,277.49583999456047,320.79086236720264,0
0,4.0,0.000984218,163.02,0.94,2,2,33.666149,50.5,100.9990158,101.0,0
0,4.0,0.000984218,162.38,0.63,2,2,33.666149,50.5,100.9990158,101.0,0
0,9.0,-4.793751,132551.76,47103.98,3,3,2.171335,2.744752,13.02800825,8.23425725,0
0,2.0,0.000441,0.0,0.0,1,1,0.999559,1.0,0.999559,1.0,0
0,14.0,5.88569015,0.0,19247.54,0,4,0.0,0.452745,0.0,5.88569015,1
0,4.0,0.000984218,159.83,0.92,2,2,33.666149,50.5,100.9990158,101.0,0
0,1235.2000000000044,11.245396467673102,22.05,21.34,46,38,33.666149,50.5,277.49583999456047,320.79086236720264,0
0,89.0,0.006507092,6736.68,1019.6,1,38,0.56413,0.123734,9.026072908,9.03258,0
0,6.0,-7.434723237039977,17363.42,3975.35,3,1,7.918247,6.995,31.672988,13.99,0
0,2.0,0.00062,0.0,0.0,1,1,12.123009,12.123629,12.12300879,12.12362879,0
0,4.0,0.000984218,160.19,0.15,2,2,33.666149,50.5,100.9990158,101.0,0
0,4.0,0.000840005,3.54,3346.38,1,2,0.6007170000000001,0.601137,1.20143483,1.202274835,0
0,48.0,11.245396467673102,0.0,4097.93,0,5,0.0,11.885895,0.0,320.79086236720264,1
0,3.0,0.001428506,152.67,0.0,2,1,33.666149,50.5,100.9985715,101.0,0
0,2.0,0.000504,0.0,0.0,1,1,2.394006,2.39451,2.39400649,2.39451049,0
0,4.0,0.0015539999999999,22.91,0.0,3,1,33.666149,50.5,100.998446,101.0,0
0,138.0,0.029244115,6.38,2935.83,46,38,2.077035,2.018109,141.23839109999997,141.2676352,0
0,2.0,0.00084,0.0,0.0,1,1,0.7064,0.70724,0.70640002,0.70724002,0
0,4.0,0.000984218,162.63,0.43,2,2,33.666149,50.5,100.9990158,101.0,0
0,1235.2000000000044,-7.434723237039977,71.83,27.81,46,38,33.666149,50.5,277.49583999456047,320.79086236720264,0
0,5.0,0.001414909,3.59,0.0,3,2,33.666149,50.5,277.49583999456047,320.79086236720264,0
0,8.0,0.01228876,26.18,20470.41,1,2,6.23386,6.236932,24.93543903,24.94772779,0
0,21.0,0.004129493,10.53,2020.11,9,2,8.946717,6.710382000000001,80.52045411,80.52458359999999,0
0,3.0,0.000984218,159.52,0.0,2,1,33.666149,50.5,100.9990158,101.0,0
0,15.0,0.03532431,2411.88,84822.03,6,3,0.112727,0.31883,1.23999768,1.27532199,0
0,1235.2000000000044,11.245396467673102,3827.27,1074.42,43,1,33.666149,1.994397,277.49583999456047,320.79086236720264,0
0,4.0,0.0015539999999999,22.77,0.0,3,1,33.666149,50.5,100.998446,101.0,0
0,39.0,0.01058002,484.97,13360.06,21,13,0.203076,0.263426,4.46766152,4.47824154,0
0,65.0,-0.918555982,16472.66,8727.64,25,9,0.911633,2.005246,41.02347174,40.10491576,0
0,161.0,11.245396467673102,0.0,1995.75,0,3,0.0,0.670056,0.0,107.2089593,1
0,5.0,0.001414909,1.88,0.0,3,2,33.666149,50.5,277.49583999456047,320.79086236720264,0
0,1235.2000000000044,-7.434723237039977,367.75,5872.92,46,21,4.987012,40.263488,277.49583999456047,320.79086236720264,1
0,2.0,0.015,0.0,0.0,1,1,1.358735,1.373735,1.358735,1.373735,0
0,42.0,5.391128874,5487.5,22466.36,7,5,0.920945,0.6530130000000001,12.89323437,18.28436324,0
0,39.0,0.00504,2516.11,10216.0,11,9,0.201136,0.089581,2.41363522,2.41867522,0
0,3.0,11.245396467673102,0.0,44163.43,0,2,0.0,50.5,0.0,320.79086236720264,1
0,2.0,0.00062,0.0,0.0,1,1,0.29938,0.3,0.29938,0.3,0
0,3.0,0.000984218,163.85,0.0,2,1,33.666149,50.5,100.9990158,101.0,0
0,2.0,0.000471636,0.0,0.0,1,1,1.465969,1.466441,1.465969144,1.46644078,0
0,5.0,0.001414909,1.56,0.0,3,2,33.666149,50.5,277.49583999456047,320.79086236720264,0
0,2.0,0.000441,0.0,0.0,1,1,0.999559,1.0,0.999559,1.0,0
0,77.0,11.245396467673102,0.0,2762.25,0,5,0.0,0.240532,0.0,18.28040267,1
0,85.0,11.245396467673102,0.0,3801.67,0,4,0.0,1.186623,0.0,99.67635547,1
0,4.0,0.000984218,161.61,0.94,2,2,33.666149,50.5,100.9990158,101.0,0
0,19.0,11.245396467673102,0.0,11594.2,0,5,0.0,50.5,0.0,320.79086236720264,1
0,82.0,0.01722,7.4,1945.73,1,1,0.107767,0.108187,4.41843538,4.43565538,0
0,6.0,0.00116968,136.47,482175.49,3,2,7.53027,15.061125,30.12107962,30.1222493,0
0,83.0,11.245396467673102,0.0,6682.47,0,5,0.0,0.219089,0.0,17.96526264,1
0,25.0,11.245396467673102,0.0,12143.51,0,3,0.0,0.785615,0.0,18.85476593,1
0,5.0,0.00088263,8691.1,4980.4,2,2,3.128731,2.086115,6.257462,6.25834463,0
0,119.0,11.245396467673102,0.0,2405.98,0,5,0.0,0.403462,0.0,47.60848499,1
0,144.0,11.245396467673102,0.0,1346.79,0,4,0.0,0.111189,0.0,15.89998028,1
0,12.0,0.004094496,18151.95,29228.1,4,5,5.20281,7.284753,36.41967252,36.42376702,0
0,4.0,0.0015539999999999,21.68,0.0,3,1,33.666149,50.5,100.998446,101.0,0
0,5.0,0.001414909,1.35,0.68,3,2,33.666149,50.5,277.49583999456047,320.79086236720264,0
0,4.0,0.001026218,161.55,0.82,2,2,33.666149,50.5,100.9989738,101.0,0
0,5.0,0.00224945,5.71,5707.63,1,3,2.697775,1.799266,5.39554933,5.39779878,0
0,2.0,0.000471636,0.0,0.0,1,1,9.999528,10.0,9.999528364,10.0,0
0,2.0,0.000504,0.0,0.0,1,1,0.225055,0.225559,0.22505522,0.22555922,0
0,6.0,0.001886545,4.81,0.0,4,2,33.666149,50.5,277.49583999456047,320.79086236720264,0
0,4.0,0.001488218,103.49,0.0,3,1,33.666149,50.5,100.9985118,101.0,0
0,3.0,0.000984218,160.58,0.0,2,1,33.666149,50.5,100.9990158,101.0,0
0,74.0,-6.29650084,3070.03,35556.84,25,8,0.69957,1.277459,35.67806737,29.38156653,0
0,4.0,0.000984218,160.38,0.6,2,2,33.666149,50.5,100.9990158,101.0,0
0,17.0,0.011706884,231.96,112125.71,1,6,6.102275,5.425545,48.81820087,48.82990775,0
0,5.0,0.001414909,6.29,0.0,3,2,33.666149,50.5,277.49583999456047,320.79086236720264,0
0,276.0,11.245396467673102,0.0,824.57,0,7,0.0,1.30568,0.0,320.79086236720264,1
0,18.0,-1.190776506,20437.43,47057.88,11,2,0.120252,0.204333,1.803776506,0.613,0
0,2.0,0.00062,0.0,0.0,1,1,0.380555,0.381175,0.380555036,0.381175036,0
0,10.0,0.003559205,6.44,76.03,1,1,6.899288,6.9,34.49644079,34.5,0
0,5.0,0.0021,15.95,0.0,4,1,25.249475,50.5,100.9979,101.0,0
0,2.0,0.0022,0.0,0.0,1,1,1.114553,1.116753,1.11455294,1.11675294,0
0,73.0,11.245396467673102,0.0,3396.11,0,5,0.0,0.839403,0.0,60.43698417,1
0,128.0,0.05376,0.93,1748.94,2,3,0.200835,0.201675,12.85341676,12.90717676,0
0,118.0,11.245396467673102,0.0,2426.58,0,6,0.0,0.8542690000000001,0.0,99.94944496,1
0,1235.2000000000044,0.0,0.0,191.0,0,1,0.0,0.0032224,0.0,0.011052,0
0,407.0,0.6931341999999999,17.24,1420.14,1,3,10.815767999999998,10.766147,277.49583999456047,320.79086236720264,0
0,236.0,11.245396467673102,3294.21,5448.4,46,38,33.666149,43.940834,277.49583999456047,320.79086236720264,0
0,1235.2000000000044,0.444381,18.7,365.31,2,2,0.326628,0.325509,277.49583999456047,320.79086236720264,0
0,2.0,0.000581532,0.0,0.0,1,1,0.009418,0.01,0.009418468,0.011052,0
0,2.0,0.000921794,0.0,0.0,1,1,0.179795,0.180717,0.179795396,0.18071719,0
0,98.0,0.126566116,9.49,11318.66,1,4,0.897617,0.8296979999999999,42.18801585,42.31458197,0
0,2.0,0.000504,0.0,0.0,1,1,2.199496,2.2,2.199496,2.2,0
0,4.0,0.000984218,159.96,0.6,2,2,33.666149,50.5,100.9990158,101.0,0
0,5.0,0.001414909,3.23,0.0,3,2,33.666149,50.5,277.49583999456047,320.79086236720264,0
0,208.0,0.23326833,134.97,8427.96,1,1,1.042574,1.024937,107.385162,107.6184304,0
0,2.0,1.84447207,0.0,0.0,0,1,0.0,1.844472,0.0,1.84447207,0
0,25.0,0.01688182,28424.74,23213.4,13,6,0.398909,0.711047,6.38254529,6.39942711,0
0,85.0,0.017661,329.02,1898.84,2,1,0.108894,0.106772,4.57354835,4.59120935,0
0,17.0,11.245396467673102,0.0,3309.56,0,2,0.0,50.5,0.0,320.79086236720264,1
0,70.0,0.016355725,11.52,8965.07,1,1,0.047499,0.047967,1.662474332,1.678830057,0
0,3.0,0.000984218,163.93,0.0,2,1,33.666149,50.5,100.9990158,101.0,0
0,4.0,0.0015539999999999,22.18,0.0,3,1,33.666149,50.5,100.998446,101.0,0
0,435.0,0.018856844,1363.42,1856.04,6,6,32.655689,2.768859,277.49583999456047,320.79086236720264,0
0,2.0,2.44536818,0.0,0.0,0,1,0.0,2.445368,0.0,2.44536818,1
0,92.0,11.245396467673102,0.0,6436.01,0,6,0.0,0.304631,0.0,27.72145346,1
0,3.0,0.018003663,0.0,781.62,1,2,0.0,0.009002,0.0,0.018003663,0
0,2.0,0.000504,0.0,0.0,1,1,1.092856,1.09336,1.09285551,1.09335951,0
0,9.0,11.245396467673102,131125.24,56578.38,2,5,0.7505,23.718381,1.501,166.02866730000005,0
0,9.0,0.001764,3037.03,12801.65,4,3,1.405809,1.125,5.623236,5.625,0
0,140.0,11.245396467673102,0.0,1647.44,0,4,0.0,1.087885,0.0,151.2160301,1
0,14.0,0.00262559,27916.36,2700.56,2,2,8.139128999999999,6.104675,48.83477441,48.8374,0
0,57.0,11.245396467673102,0.0,4049.26,0,3,0.0,0.535253,0.0,29.9741884,1
0,58.0,11.245396467673102,0.0,5931.59,0,4,0.0,0.453275,0.0,25.83669695,1
0,5.0,0.001414909,5.22,0.0,3,2,33.666149,50.5,277.49583999456047,320.79086236720264,0
0,2.0,0.000471636,0.0,0.0,1,1,0.269404,0.269876,0.269403924,0.26987556,0
0,2.0,0.000504,0.0,0.0,1,1,10.17155,10.172054,10.17154968,10.17205368,0
0,5.0,0.002024127,23.86,0.49,3,2,33.665992,50.5,100.9979759,101.0,0
0,2.0,0.0022,0.0,0.0,1,1,9.9978,10.0,9.9978,10.0,0
0,2.0,0.00062,0.0,0.0,1,1,0.99938,1.0,0.99938,1.0,0
0,2.0,0.00062,0.0,0.0,1,1,0.1793799999999999,0.18,0.1793799999999999,0.18,0
0,188.0,0.072752844,276.53,2096.14,42,14,29.054867,36.757033,277.49583999456047,320.79086236720264,0
0,4.0,0.001026218,166.16,0.21,2,2,33.666149,50.5,100.9989738,101.0,0
0,2.0,0.00084,0.0,0.0,1,1,33.666149,50.5,64.86670699999999,64.867547,0
0,5.0,0.001925554,2104.21,5422.52,3,2,0.065425,0.0991,0.196273576,0.19819913,0
0,199.0,0.08573712,106.06,7808.66,3,2,1.058727,1.048997,104.8139938,104.8997309,0
0,6.0,0.001968437,80.35,0.84,3,2,25.249508,50.5,100.9980316,101.0,0
0,4.0,0.001026218,165.27,0.7,2,2,33.666149,50.5,100.9989738,101.0,0
0,48.0,0.010878908,36.82,2261.81,1,2,11.542642,11.543095,277.0234066,277.0342855,0
0,113.0,-0.132278095,2059.98,7971.34,2,16,2.391085,2.265128,131.50968970000002,131.3774116,0
0,31.0,11.245396467673102,0.0,7559.25,0,2,0.0,0.8936209999999999,0.0,26.80862106,1
0,2.0,0.001046957,0.0,0.0,1,1,0.294453,0.2955,0.294453043,0.2955,0
0,5.0,0.001548055,23.84,0.18,3,2,33.666149,50.5,100.9984519,101.0,0
0,2.0,0.000544754,0.0,0.0,1,1,0.32886,0.329405,0.328860356,0.32940511,0
0,4.0,0.0015539999999999,18.32,0.0,3,1,33.666149,50.5,100.998446,101.0,0
0,25.0,11.245396467673102,0.0,8540.11,0,2,0.0,50.5,0.0,320.79086236720264,1
0,20.0,-2.34761718,19815.22,106764.47,9,6,0.461588,0.68577,6.462237,4.11461982,0
0,1235.2000000000044,11.245396467673102,6.14,62.16,46,1,1e-06,15.0,0.005608327,45.0,1
0,82.0,0.0593786999999999,8521.89,7446.07,26,10,1.745379,7.203399,115.195,115.2543787,0
0,5.0,0.001555573,23.55,0.44,3,2,33.666148,50.5,100.9984444,101.0,0
0,2.0,0.12641884,0.0,0.0,0,1,0.0,0.126419,0.0,0.12641884,0
0,5.0,0.001414909,1.24,0.07,3,2,33.666149,50.5,277.49583999456047,320.79086236720264,0
0,10.0,0.002898,32184.54,45861.57,2,5,33.666149,50.5,277.49583999456047,320.79086236720264,0
0,48.0,0.001323,4222.44,1244.43,1,5,2.0057720000000003,0.133748,6.017316658,6.018639658,0
0,3.0,0.000984218,157.73,0.0,2,1,33.666149,50.5,100.9990158,101.0,0
0,3.0,0.00105,26.52,0.0,2,1,33.666149,50.5,100.99895,101.0,0
0,2.0,0.00062,0.0,0.0,1,1,0.04938,0.05,0.04938,0.05,0
0,4.0,0.000984218,161.55,0.63,2,2,33.666149,50.5,100.9990158,101.0,0
0,2.0,0.00062,0.0,0.0,1,1,0.141929,0.142549,0.14192875,0.14254875,0
0,5.0,0.001414909,1.12,0.07,3,2,33.666149,50.5,277.49583999456047,320.79086236720264,0
0,14.0,0.01237811,34782.5,52001.03,3,2,0.926766,0.928535,6.4873635,6.49974161,0
